Kullanici,Tarih,Puan,Yorum,Marka,Urun,Kaynak_Dosya
E** K**,1758725067705,5,tek kat sürünce çok güzel duruyor.hafif bir yapısı var açık tenliyim 1n rengini aldım,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
M** T**,1737195417863,5,Açık buğday tenliyim. Abartı şekilde beyaz durur mu diye tereddüt ettim.Ama hiçte öyle olmadı. Tenimle uyuştu ve aydınlık bir görünüm oldu.Hafif orta şeklinde sürerek tonu ayarlanabilir.Buğday tenliler gönül rahatlığıyla alabilir.Yanında da tester bir ürün göndermişler teşekkür ederim.🎀,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
K** K**,1701552844345,5,Sürekli kullandığım bir fondoten açık renkli herkese olur,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
G** K**,1727528431978,5,yapısı ince ama güzel bir fondöten,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1745475263736,5,çok güzel kuru cilde güzel nemlendirme ile güzel oluyor,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
S** N** K**,1699765219080,5,Vazgeçilmezim oldu yapısı çok güzel,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
H** K**,1720431383993,5,Hediye olarak aldım sorunsuz geldi,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
E** U**,1745326058442,4,İlk defa kullanıcam öneriler üzerine aldım gayet güzel geldi,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
C** K**,1739466015230,5,L’Oreal kalitesi paketleme de üründe çok güzel,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
J** B**,1693204542620,3,quru tonalnidi. yagli uzlere cox yaxwi geder mence,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1688678092992,5,Ürün çok güzel ve kargo çok hızlıdır,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Z** K**,1749652643296,5,Yılların fondöteni severek kullanıyorum 🌸,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1742503862804,4,çok iyi ve çok hızlı  elime ulaştı,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
N** T**,1726242930919,4,Henüz denemedim ama güzel olduğunu duyup aldım,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
K** K**,1753472776800,5,çok beğenerek kullanıyorum yıllardır,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
G** D**,1726563786931,5,loreal kalitesi açık buğdayım güzel oldu,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
D** A**,1749199637223,5,Öncesinde infalliable kullanıyodum bi süre sonra oksitleniyo kapatıcılıgı cok güzeldi ama bunla tanıstıktan sonra favorim oldu cünkü aşırı hafif cidden yüzünüzde bariz alçı gibi durmuyo ve ısıltısı hos,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Ş** S**,1756563161299,4,"favori fondotenim, cok makyaj yapmadigim icin baya gider bana",Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
P** U**,1745156428397,5,Kullandığım en iyi mat bitişli fondöten aşırı kapatıcılığı yok ama sevdiğim yanı da bu zaten çok güzel tavsiye ederim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
A** A**,1753470500947,5,Çok güzel ürün yoğun kapatıcı değil gayet güzel,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
S** Ş** D**,1697800341630,4,Yıllardır kullandığım fondöten. Ben pembe alt tonlu olduğum için normalde rose ivory olanı kullanıyordum bu sefer bunu denemek istedim. Eğer pembe alt tonluysanız ve yüzünüzde renk istiyorsanız o daha iyi bence ama bunu da beğendim.,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
z** a** e**,1762011523470,5,"10/10 bi fondöten, ben çok ağır yüz makyajı sevmiyorum parlak cildimle bütünleşen seviyorum bu gerçekten çok güzel hafif duruyor bayıldım,nötr alt tonluyum çok iyi oldu",Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
F** S**,1700210109289,5,Ürünün yapısı çok sıvı sevdim paketleme güzeldi kırılmadan gelmiş,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
M** D**,1746096148268,5,Hafif yapılı ve rengi çok iyi bayıldım,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
A** K**,1738414344272,5,ürün harika görseldeki ile birebir aynı geldi satıcı güzel paketlemiş teşekkür ediyorum 🙏,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
S** Ç**,1733571622152,5,Acik bugday tenliyim cildimle butunlesti,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Rana A.,1741935240000,5,Hızlı geldi.Fit me 105 kullananlar için biraz açık fakat yüze dağıtıldığında bir sorun olmuyor bütünleşiyor.Karma ciltliyim ben de sivilce yapmadı,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
G** T**,1742767692010,5,ürünü henüz kullanmadım ama genel olarak kullandığım bir ürün sürekli stok yaptığım bir ürün teşekkürler L'Oreal,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
H** B**,1706396427316,5,Aşk fondotenim 😍😍,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1742597921703,5,fondötenin yapısı güzel kapatıcılığı iyi,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
B** A**,1707556128415,5,Bayağı beyaz tenliyim bu tonu aldım tam oturdu. Ağır bir fondöten değil. Önce nemlendirici  sonra makyaj bazı ve en son fondöteni uyguluyorum ciltte çok kadifemsi bir yapı oluşturuyor. Normalde fondöten kullanan biri değilim ama bunu sevdim. Gün içinde ciltle kusmada yapmadı.,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
M** S**,1711298642127,5,"Elimin sürekli gittiği bir ürün, nötr alt tonu ve açık tonlarda cildime tam uydu.",Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Ü** A**,1747596064179,5,En sevdiğim fondaten,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Selbi Y.,1740991916578,5,Harika ipeksi dokusu tenime uydu,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
G** T**,1688561661286,4,Ürün güzel hep 0.5N kullanlyordum stokta olmadığı için bu numarayı aldm günlük kullanım için en iyi fondöten,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
B** O**,1727084270256,5,Devamlı kullandığım bir ürün kurutmuyor yapısı oldukça yumuşak ve parlaklık veriyor aşırı kapatıcılıktan ziyade canlı bir cilt isteyenler için ideal,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
T** A**,1750965804491,3,Çok güzel bir fondöten. Ciltte çok güzel duruyor çok doğal bir parlaklık veriyor. Kapatıcılığı güzel incecik harika ama kalıcılık hiç yok. Yüzüme asla oturmuyor. Dokunduğum gibi kalkıyor güneş kremi gibi,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Z** Y**,1688814740103,5,Paketlemesi çok özenliydi,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
G** Ç**,1719399535751,5,Sürekli kullandığım ürün zaten vazgeçilmezim💓💓,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
n** u**,1733378776860,5,stokluk severek kullandığım bir ürün,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
E** N** Ç**,1703540389216,5,Pigmenti ve kalitesi muhteşem bi ürün severek kullanıyorum.,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
o** y**,1748803217183,5,ceyizim için aldım ama bence muhtesem,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
h** ü**,1732804739953,4,cildime uydu güzel beğendim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1760101082503,5,En sevdiğim ve sürekli kullandığım fondoten,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1728987045356,5,sağlam kargoyla geldi ürüne bayıldım çok güzel alın aldırın kızlar 💖,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
D** Ö**,1744964794816,5,Hep kullandığım yüzümde sivilce vs çıkarmayan bir fondöten. Öyle ağır bir yapısı yok. Full kapatıcı da değil orta kapatıcılıkta. Bence fondötenler arasında en güzeli bu,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Y** Ç**,1739809962198,5,o kadar guzel bir fondöten ki😍 ciltte çok iyi duruyor ❤️❤️,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
E** D**,1737503190049,5,Çok güzel bir fondeten,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
e** f**,1747834286864,5,Benim vazgeçilmez fondotenim oldu 2. Alışım,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
S** m**,1749735270156,5,ürün çok iyi ikinci alışim çok güzel,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
A** e** K**,1746786334059,5,Daha önce soğuk alt tonlusunu kullanmıştım çok güzel,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1752092260636,5,Günlük için gayet yeterli bir fondöten. Cildimde herhangi bir şekilde sivilce vs. yapmadı.,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1755855434136,5,Paketlemesi gayet iyiydi zaten severek kullandığım bir ürün çok yüksek bi kapatıcılığı yok ama bana yetiyor ciltte kusma yapmıyor yağlandırmıyor kurutmiyor tavsiye ederim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
M** k**,1711400944728,5,kullandım çok memnunum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1695828075792,4,Güzel bir fondöten,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
N** y**,1758806798273,5,aradığım fondöten tamda buymuş yüze tam yakışır bir tonu var,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
s** ç**,1693579815565,5,yıllardır kullanıyorum dokusu çok güzel parlak bir görünüm sağlıyor,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
B** Ç**,1737640323246,5,"Beyaz tenliyim 1n aldım.Hafif simli bir yapısı var . Kapatıcılığı orta, yağlı his bırakmıyor pürüzsüz bir görünüm veriyor",Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
n** o**,1705948758772,5,Sorunsuz bir sekilde geldi cok begendim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
E** S** K**,1709663379986,5,Hafif yapili muhtesem bir urun,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1752005076387,5,Hediye için teşekkürler tam istediğim ürün geldi.,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
F** G**,1741874550267,5,Sürekli kullanıyorum çok memnunum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1758138706008,5,Rengi tam oldu severek kulaniyorum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
F** k**,1737451630396,5,ilk aldığım ürün paketi açılmış ti satıcıya bildirdim ve iadesi yapılıp yenisi ile tedarik edildi severek kullandığım ürün bu sefer çok iyi paketlenmiş,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
B** A**,1694464573123,5,çok severek  kullanıyorum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
I** D**,1729535811203,5,çok açık olmayan beyaz tenliyim tam oldu rengi yapısı süper kapatıcılığı da orta,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
m** g**,1759841064888,5,Arkadaşıma aldım fondötene bayıldı severek kullanıyor tavsiye ederim herkese hanımlar kendi renginizi alın ve kuru ciltiler önceden cildini iyi nemlendirsin,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
S** Ç**,1739559211609,5,Severek kullanıyorum tavsiye ederim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1701116195504,5,çok güzel tavsiye ederim herkese,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1746371652873,5,arkadaşıma sipariş ettim gayet güzel,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
A** h** A**,1723979020792,5,Yıllardır kullanıyorum gerçekten övüldüğü hak ediyor,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
H** y**,1696794391200,5,çok güzel. beğendiğim bi ürün,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
S** Y**,1671782414193,5,Severek kullandığım ürün,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
G** G**,1719937642406,5,Gerçekten harika bir fondöten,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
A** İ**,1715424474707,5,Sarı alt tonlu yüzünüzde biraz pembelik varsa çok kullanışlı bir ürün. 1N numarasını kullanıyorum. Kargo biraz daha hızlı olabilir kaptıcılık iyi,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
H** S** Ö**,1714386841072,5,Severek kullandığım bir ürün,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
S** a**,1734301619740,5,harika bir fondöten,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1762694290324,5,Harika bir fondöten beyaz tenliyim 1n Nötr Alt Ton aldım tavsiye ederim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
D** O**,1733504585610,5,Yapısı tam kuru ciltlere göre seviyorum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1733403800093,5,Mükemmel bir ürün çok memnunum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1744289680988,5,Gayet güzel bir ürün ince bir yapısı severek kullanıyorum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
S** K**,1705581211120,5,Cok guzel porselen gibi yapıyor sürekli kullanıyorum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
C** B**,1686566478416,4,yumuşak bir dokusu var çok hoşuma gitti gerçekten güzel beğendim fiyat olarak biraz daha düşük fiyatlı olabilirdi,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
D** G**,1747341333357,5,Beyaz tenliyim rengi tam oldu yağlı ciltli olmama rağmen akmadı orta kapatıcılıkta günlük kullanıma uygun,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
G** Y**,1696108156233,5,en sevdiğim fondöten olabilir,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Z** Ş**,1692300192644,5,çok beğendim çok güzel hızlı kargo,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
H** T**,1730960793286,5,Ürün elime ulaştı teşekkür ederim güzel memnunum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1715366197880,5,ürünü rengini çok beğendim teşekkür ederim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1754411261706,5,İNANILMAZ GUZEL BİR FONDÖTEN KESİNLİKLE ALIN,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
F** B**,1705375599255,4,Çok kalın bir fondöten değil ince yapılı güzel,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
D** K**,1720530283663,5,en sevdiğim hep kullandığımız hızlı teslimat için teşekkür ederim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
P** K**,1748041960986,5,Her zaman kullandığım ürün memnunum teşekkürler,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
N** s**,1746882818067,5,hediye aldım çok güzel teşekkür ederim,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
B** S**,1699513981600,5,Çok brğenerek kullanıyorum,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
**** ****,1754987621132,5,gayet iyi kapatıcılığıda güzel,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
E** Y**,1758789957106,5,Günlük makyajım için kullanıyorum çok güzel,Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
Z** K**,1742384882766,5,"fotoğrafta göründüğüyle aynı yapısı falan yumuşacık harika 1,5n ile 1n arasında kalmıştım bunu tercih ettim iyi ki de etmişim göründüğüyle tıpa tıp aynı beyaz tenliyseniz bunu alın kızlarr 💗🌸",Loreal Paris,Loreal True Match,loreal_paris_true_match_fondoten_yorumlari.csv
